,Value,Feature
36,-0.17429387650579295,e_pracid_238.0
35,-0.18204178339174348,e_pracid_47.0
34,-0.18580840342118998,e_pracid_164.0
33,-0.18840712658364706,e_pracid_254.0
32,-0.18848005966594564,e_pracid_234.0
31,-0.19686745758445673,e_pracid_194.0
29,-0.19982590988175722,e_pracid_147.0
28,-0.20290158162925173,e_pracid_187.0
27,-0.2059736541258763,e_pracid_171.0
26,-0.20829390723200386,e_pracid_215.0
25,-0.21073062134131823,e_pracid_122.0
24,-0.21483372615297527,e_pracid_139.0
23,-0.22729595336001132,e_pracid_228.0
22,-0.23711864332140178,e_pracid_148.0
21,-0.248457367522951,e_pracid_115.0
20,-0.26490059480000244,e_pracid_195.0
19,-0.26879606851924304,e_pracid_28.0
18,-0.27102744041674975,e_pracid_168.0
17,-0.2747260124396587,e_pracid_109.0
16,-0.28549213646701743,e_pracid_185.0
14,-0.29869445961830815,e_pracid_37.0
13,-0.3202813179409851,e_pracid_103.0
12,-0.3440601972079626,e_pracid_100.0
10,-0.36335318515153225,e_pracid_243.0
9,-0.3673513998435889,e_pracid_102.0
8,-0.38181219572284386,e_pracid_71.0
7,-0.38458441738583277,e_pracid_231.0
6,-0.3998377490496434,e_pracid_95.0
5,-0.42782791055665476,e_pracid_119.0
4,-0.45357758145467014,e_pracid_55.0
3,-0.4627268275038687,e_pracid_202.0
2,-0.48261587042336235,e_pracid_256.0
1,-0.48922294627422247,e_pracid_197.0
