,Value,Feature
165,0.035520272535961975,e_pracid_1.0
164,0.0352175359996364,e_pracid_16.0
163,0.03508355078431314,e_pracid_131.0
162,0.032623689502994345,e_pracid_15.0
161,0.03170028240661176,e_pracid_183.0
160,0.028527083364729647,e_pracid_143.0
159,0.027710030940524186,e_pracid_199.0
158,0.0275566620801479,e_pracid_4.0
157,0.02522592133709531,e_pracid_232.0
156,0.024598489443394607,e_pracid_244.0
155,0.024271124933815943,e_pracid_257.0
152,0.022160027429281443,e_pracid_63.0
151,0.021071182795625937,e_pracid_52.0
150,0.020350808531038503,e_pracid_32.0
147,0.015358129910758987,e_pracid_196.0
146,0.014524062475042992,e_pracid_169.0
145,0.01200571248637043,e_pracid_85.0
144,0.01188365195994587,e_pracid_3.0
143,0.010410898154850265,e_pracid_87.0
142,0.008867584848820855,e_pracid_58.0
141,0.0069461805872790975,e_pracid_236.0
140,0.00541887698175748,e_pracid_82.0
139,0.004595763702847335,e_pracid_6.0
137,0.0014892568644690124,e_pracid_94.0
136,0.0006986785257296717,e_pracid_221.0
134,-0.0029455258371301088,e_pracid_229.0
133,-0.004915941581876617,e_pracid_176.0
132,-0.005614905132905349,e_pracid_99.0
131,-0.007370010933875123,e_pracid_11.0
130,-0.007926376536545049,e_pracid_130.0
129,-0.008819286516824563,e_pracid_235.0
128,-0.009043017175730445,e_pracid_21.0
127,-0.012105692187328179,e_pracid_128.0
126,-0.0122430893713698,e_pracid_48.0
125,-0.013412091032171086,e_pracid_189.0
124,-0.014289103344324922,e_pracid_248.0
123,-0.015322191717660411,e_pracid_29.0
122,-0.015626904026934157,e_pracid_127.0
121,-0.016289861801995244,e_pracid_57.0
120,-0.016751749281088975,e_pracid_65.0
119,-0.023499822761981926,e_pracid_126.0
118,-0.024723904839904588,e_pracid_46.0
117,-0.024777869519881313,e_pracid_206.0
116,-0.026145619074607544,e_pracid_101.0
115,-0.02659694596580519,e_pracid_234.0
114,-0.02783746097538989,e_pracid_158.0
113,-0.02824392642619226,e_pracid_74.0
112,-0.030503170968827854,e_pracid_26.0
111,-0.03131021845579231,e_pracid_213.0
110,-0.032306043613891215,e_pracid_90.0
109,-0.033073873913990144,e_pracid_42.0
108,-0.03820438154082646,e_pracid_186.0
106,-0.04109213681781148,e_pracid_172.0
104,-0.04510575553681097,e_pracid_208.0
103,-0.045289113889006,e_pracid_45.0
102,-0.04618004383005799,e_pracid_49.0
101,-0.04942533289086012,e_pracid_214.0
100,-0.052389260659489276,e_pracid_193.0
99,-0.0531056876576278,e_pracid_245.0
98,-0.05527571575673799,e_pracid_129.0
97,-0.05796362279686862,e_pracid_123.0
96,-0.058524739005910834,e_pracid_91.0
95,-0.05891872386343046,e_pracid_69.0
94,-0.059992729859067756,e_pracid_216.0
93,-0.05999352369611898,e_pracid_80.0
92,-0.06072178958834879,e_pracid_224.0
90,-0.06312682297319554,e_pracid_225.0
89,-0.06334745227088893,e_pracid_247.0
88,-0.065185936220347,e_pracid_51.0
86,-0.06661639749385213,e_pracid_75.0
85,-0.06830138471843955,e_pracid_20.0
84,-0.06935314393959126,e_pracid_252.0
83,-0.06937432620473524,e_pracid_228.0
82,-0.07337743744003668,e_pracid_24.0
81,-0.07460623433781041,e_pracid_146.0
79,-0.08275853932852228,e_pracid_56.0
78,-0.08397225586260902,e_pracid_17.0
76,-0.0854065904068442,e_pracid_25.0
75,-0.0856101703058076,e_pracid_154.0
74,-0.08719281939267105,e_pracid_209.0
73,-0.08780740404314306,e_pracid_160.0
72,-0.0883192942520512,e_pracid_47.0
71,-0.0903374200218037,e_pracid_167.0
70,-0.09152398148659875,e_pracid_9.0
69,-0.09265301387221973,e_pracid_125.0
67,-0.09795787526090026,e_pracid_238.0
66,-0.10145475767758536,e_pracid_173.0
65,-0.10388094053531101,e_pracid_108.0
64,-0.10615526331215883,e_pracid_156.0
63,-0.10849401064218518,e_pracid_249.0
62,-0.1090475299462353,e_pracid_93.0
61,-0.1106743598912234,e_pracid_163.0
60,-0.1116684630980521,e_pracid_188.0
59,-0.11211260699806294,e_pracid_148.0
58,-0.11268004190124029,e_pracid_19.0
57,-0.11394188628088442,e_pracid_138.0
56,-0.12468698008274688,e_pracid_165.0
55,-0.1273624959883199,e_pracid_111.0
54,-0.13038751853569813,e_pracid_88.0
53,-0.13200578116743245,e_pracid_246.0
52,-0.1388937749303065,e_pracid_241.0
51,-0.14631591352312742,e_pracid_113.0
50,-0.14707683832230536,e_pracid_60.0
49,-0.1488331710095546,e_pracid_83.0
48,-0.15500936062148402,e_pracid_10.0
47,-0.15820579547367425,e_pracid_122.0
46,-0.16042400215115873,e_pracid_66.0
45,-0.16082965970501015,e_pracid_30.0
44,-0.1636234725108468,e_pracid_109.0
43,-0.1687761655793224,e_pracid_38.0
42,-0.1717331836480457,e_pracid_18.0
41,-0.1721172781578433,e_pracid_184.0
40,-0.17660859433565262,e_pracid_98.0
38,-0.18579710004364577,e_pracid_100.0
37,-0.18879520351118514,e_pracid_218.0
36,-0.19728986742172078,e_pracid_147.0
35,-0.19947209619742926,e_pracid_164.0
34,-0.20576581720340212,e_pracid_191.0
33,-0.20740556982221206,e_pracid_168.0
32,-0.2086462288499763,e_pracid_115.0
31,-0.20911657548064427,e_pracid_150.0
30,-0.21001351447560387,e_pracid_71.0
29,-0.21011918535056764,e_pracid_194.0
28,-0.21128506266890848,e_pracid_254.0
27,-0.21565227986314017,e_pracid_77.0
26,-0.22324889226414849,e_pracid_200.0
25,-0.22812715666684938,e_pracid_23.0
24,-0.234272640918152,e_pracid_215.0
23,-0.24059568210874166,e_pracid_149.0
22,-0.2492823561021631,e_pracid_242.0
21,-0.25094679329767766,e_pracid_187.0
20,-0.25606690577523783,e_pracid_227.0
19,-0.2563102545492044,e_pracid_102.0
18,-0.2592763224331837,e_pracid_226.0
17,-0.262948594506704,e_pracid_251.0
16,-0.2686984016629543,e_pracid_171.0
15,-0.27424050970055563,e_pracid_103.0
14,-0.28864791475423035,e_pracid_37.0
12,-0.30981224351465897,e_pracid_185.0
11,-0.35292897982453103,e_pracid_195.0
10,-0.3543138317674031,e_pracid_95.0
9,-0.36282551302662236,e_pracid_139.0
8,-0.3644110400188262,e_pracid_28.0
7,-0.3720191025650114,e_pracid_197.0
6,-0.3809427159911396,e_pracid_119.0
5,-0.4085344256067895,e_pracid_55.0
4,-0.42775726776444134,e_pracid_243.0
3,-0.44375478154466924,e_pracid_231.0
2,-0.45611220985180184,e_pracid_256.0
1,-0.4813408422976821,e_pracid_202.0
