,Value,Feature
191,0.06712566493376507,e_pracid_165.0
190,0.06691990510864104,e_pracid_126.0
189,0.06628387438684989,e_pracid_203.0
188,0.0661993162148435,e_pracid_181.0
187,0.0648595231334129,e_pracid_156.0
186,0.062381138984688986,e_pracid_9.0
185,0.06022423031514133,e_pracid_29.0
184,0.05844571745763174,e_pracid_50.0
183,0.05822815568673087,e_pracid_169.0
182,0.05708657415093422,e_pracid_4.0
181,0.05669686489070772,e_pracid_195.0
180,0.055877682123836814,e_pracid_7.0
179,0.0511769818536541,e_pracid_129.0
178,0.04970292299962949,e_pracid_78.0
177,0.0483681843357174,e_pracid_107.0
176,0.04312871099942285,e_pracid_191.0
175,0.041778506362878574,e_pracid_239.0
174,0.04112174250457388,e_pracid_160.0
173,0.040688624050730954,e_pracid_26.0
172,0.039909079922552666,e_pracid_178.0
171,0.035608364960687006,e_pracid_13.0
170,0.03319239082430129,e_pracid_154.0
169,0.03314658694393928,e_pracid_27.0
168,0.03293489953135703,e_pracid_6.0
167,0.030603703182101878,e_pracid_145.0
165,0.028023348920336796,e_pracid_116.0
164,0.027557091065207796,e_pracid_240.0
162,0.025472843598688344,e_pracid_208.0
161,0.02499246344863956,e_pracid_48.0
160,0.02395924913955445,e_pracid_131.0
159,0.0219943093991413,e_pracid_247.0
158,0.020550418733294704,e_pracid_21.0
157,0.016592980013280315,e_pracid_256.0
156,0.014864408422779906,e_pracid_207.0
155,0.013927176383375066,e_pracid_125.0
154,0.012698359970353647,e_pracid_58.0
153,0.011018846921677455,e_pracid_124.0
152,0.009069674526420985,e_pracid_188.0
150,0.007692814747989243,e_pracid_57.0
149,0.006828121400531879,e_pracid_61.0
148,0.0067384458167481795,e_pracid_197.0
147,0.006094272500647512,e_pracid_25.0
146,0.0050032084108625205,e_pracid_164.0
145,0.004982675193180538,e_pracid_244.0
143,0.004793205098083227,e_pracid_246.0
142,0.004732353664548798,e_pracid_120.0
140,0.0022673705428567993,e_pracid_210.0
139,0.0015309305073379217,e_pracid_100.0
138,-0.0015839154426364867,e_pracid_84.0
137,-0.002808409102530901,e_pracid_222.0
135,-0.005365640834195634,e_pracid_228.0
134,-0.0054616571635225045,e_pracid_85.0
133,-0.010985134369375189,e_pracid_212.0
132,-0.011023258678866787,e_pracid_34.0
131,-0.01201990374382881,e_pracid_204.0
130,-0.013926822458402148,e_pracid_142.0
129,-0.014493147374533017,e_pracid_122.0
128,-0.015164184150031644,e_pracid_219.0
127,-0.01554675117291549,e_pracid_137.0
126,-0.015568570053279085,e_pracid_173.0
125,-0.016467348049491504,e_pracid_211.0
124,-0.01653209780714548,e_pracid_5.0
123,-0.017473120220596817,e_pracid_175.0
122,-0.019925351136660937,e_pracid_103.0
121,-0.023567202707506223,e_pracid_74.0
120,-0.024082028581045713,e_pracid_30.0
119,-0.025093657240370926,e_pracid_77.0
118,-0.02641264632399432,e_pracid_43.0
115,-0.03072328548049575,e_pracid_198.0
114,-0.03140622711762106,e_pracid_130.0
113,-0.03170197779046195,e_pracid_98.0
112,-0.035849879895774726,e_pracid_157.0
111,-0.037767491899081046,e_pracid_243.0
108,-0.04584222071518504,e_pracid_86.0
107,-0.04887870173758511,e_pracid_45.0
106,-0.051264323976644585,e_pracid_69.0
105,-0.051336619289386896,e_pracid_234.0
104,-0.05138681236729949,e_pracid_97.0
102,-0.05754567761159954,e_pracid_127.0
100,-0.057981806752811095,e_pracid_227.0
98,-0.05935534877806448,e_pracid_15.0
97,-0.06052185150939076,e_pracid_128.0
96,-0.060540636195642115,e_pracid_18.0
95,-0.0616277101281534,e_pracid_235.0
94,-0.0645767911252283,e_pracid_3.0
93,-0.06692081369591159,e_pracid_46.0
92,-0.07407375135599117,e_pracid_52.0
91,-0.07799348370527595,e_pracid_206.0
90,-0.08075946484138724,e_pracid_224.0
89,-0.08395702023545851,e_pracid_158.0
88,-0.08591542188718415,e_pracid_152.0
87,-0.09009119760407779,e_pracid_171.0
86,-0.09264164803088003,e_pracid_192.0
85,-0.09302722438487547,e_pracid_56.0
84,-0.0932743307049692,e_pracid_170.0
83,-0.0933465518391945,e_pracid_251.0
82,-0.10181850614924161,e_pracid_155.0
81,-0.10367637152439135,e_pracid_146.0
80,-0.10422149995611509,e_pracid_163.0
79,-0.1054896280971715,e_pracid_66.0
78,-0.10941671266030165,e_pracid_19.0
77,-0.11161391240687622,e_pracid_108.0
76,-0.11300102416813655,e_pracid_60.0
75,-0.11305555484188769,e_pracid_147.0
74,-0.11399369251703019,e_pracid_149.0
73,-0.1149642561428186,e_pracid_248.0
72,-0.11713222182828052,e_pracid_172.0
71,-0.11823324020568134,e_pracid_80.0
70,-0.11944618848761232,e_pracid_185.0
68,-0.1256348180480359,e_pracid_17.0
67,-0.12674583834031397,e_pracid_87.0
66,-0.1275449656435412,e_pracid_47.0
65,-0.13377814571273752,e_pracid_92.0
64,-0.13581669890701534,e_pracid_166.0
62,-0.1377679525804524,e_pracid_187.0
61,-0.13973831497497083,e_pracid_112.0
60,-0.13983218551788415,e_pracid_89.0
59,-0.14302985557939676,e_pracid_162.0
58,-0.14568187619569298,e_pracid_65.0
57,-0.14652492973899536,e_pracid_16.0
56,-0.14670982405111166,e_pracid_250.0
55,-0.1526334027274094,e_pracid_199.0
54,-0.15321036954249262,e_pracid_49.0
53,-0.15372582912635763,e_pracid_75.0
52,-0.1561367137298883,e_pracid_223.0
51,-0.15740435784804413,e_pracid_148.0
50,-0.15882589648160542,e_pracid_225.0
49,-0.16195929346561586,e_pracid_213.0
48,-0.16523497777594207,e_pracid_11.0
47,-0.1653230705762228,e_pracid_28.0
45,-0.17107628729131324,e_pracid_220.0
44,-0.17334282155784442,e_pracid_121.0
43,-0.17520167754458152,e_pracid_83.0
42,-0.17829120888982178,e_pracid_10.0
41,-0.1815443727076288,e_pracid_23.0
40,-0.1863307717340023,e_pracid_109.0
39,-0.18900858150742236,e_pracid_183.0
38,-0.19140064247950805,e_pracid_233.0
37,-0.19304937945841041,e_pracid_217.0
35,-0.19399295889642665,e_pracid_51.0
34,-0.1981436519357793,e_pracid_167.0
32,-0.20896572144763706,e_pracid_90.0
31,-0.212211848611621,e_pracid_24.0
29,-0.22276001478298224,e_pracid_253.0
28,-0.2244309239071246,e_pracid_190.0
27,-0.22671626470308592,e_pracid_114.0
26,-0.23346285776357237,e_pracid_38.0
25,-0.23486074018200853,e_pracid_226.0
24,-0.23793580345872717,e_pracid_37.0
23,-0.24747622849427126,e_pracid_101.0
22,-0.26050674206218627,e_pracid_20.0
21,-0.26658323215801694,e_pracid_194.0
20,-0.2752017297879526,e_pracid_241.0
18,-0.29735134937279406,e_pracid_99.0
17,-0.29994208191930216,e_pracid_193.0
16,-0.31025192590733924,e_pracid_94.0
15,-0.3195702214928924,e_pracid_236.0
14,-0.3206936917828449,e_pracid_184.0
13,-0.3299349282771995,e_pracid_102.0
12,-0.33823965479021484,e_pracid_186.0
10,-0.351982150359903,e_pracid_214.0
9,-0.3529709870430196,e_pracid_255.0
8,-0.3539534215036537,e_pracid_71.0
7,-0.3575906756891437,e_pracid_242.0
6,-0.39191092268261585,e_pracid_138.0
5,-0.4182104338548137,e_pracid_55.0
4,-0.4210648854913938,e_pracid_230.0
3,-0.43729764634355456,e_pracid_118.0
2,-0.5200236605533808,e_pracid_201.0
1,-0.5333272929966841,e_pracid_196.0
